Name,Link,Price_AMD,Price_USD,State,City,Address,Category,Review_Count,Average_Score,Free_WiFi,Breakfast_Included,Free_Parking,Swimming_Pool
Happy Camper Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d15527260-Reviews-Happy_Camper_Hostel-Yerevan.html,11990.0,25.0,Yerevan,Yerevan,20 Sose ST,Other,0,0.0,0,0,0,0
Harsnadzor,https://www.tripadvisor.com//Hotel_Review-g4171795-d7385840-Reviews-Harsnadzor-Halidzor_Syunik_Province.html,12990.0,27.0,Syunik Province,Halidzor,Halidzor village,Specialty Lodging,52,4.17307692307692,1,0,1,0
Haven,https://www.tripadvisor.com//Hotel_Review-g293932-d15615243-Reviews-Haven-Yerevan.html,12500.0,26.0,Yerevan,Yerevan,Lusinyants str. 11,Other,0,0.0,0,0,0,0
Hayi Tun Guest House,https://www.tripadvisor.com//Hotel_Review-g666439-d15209269-Reviews-Hayi_Tun_Guest_House-Goris_Syunik_Province.html,15341.0,32.0,Syunik Province,Goris,Nor Kyanq 25/1 Stroieniie,Other,0,0.0,0,0,0,0
Hayk,https://www.tripadvisor.com//Hotel_Review-g815353-d15608516-Reviews-Hayk-Gyumri_Shirak_Province.html,9986.0,21.0,Shirak Province,Gyumri,Shahumyan Street 105G,Other,0,0.0,0,0,0,0
Hayoc Ojax,https://www.tripadvisor.com//Hotel_Review-g666442-d15039227-Reviews-Hayoc_Ojax-Sevan_Lake_Sevan_Gegharkunik_Province.html,26174.0,54.0,Gegharkunik Province,Lake Sevan,"Yerevan Highway, 38 M 4",Other,1,0.0,0,0,0,0
Hayq-Hotel and Restaurant,https://www.tripadvisor.com//Hotel_Review-g2711245-d13297874-Reviews-Hayq_Hotel_and_Restaurant-Kapan_Syunik_Province.html,12500.0,26.0,Syunik Province,Kapan,Gaxtakanneri 42,B&Bs,1,1.0,0,0,1,0
Hin Yerevantsi Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d3410830-Reviews-Hin_Yerevantsi_Hotel-Yerevan.html,9992.0,21.0,Yerevan,Yerevan,Mashtots M. ave 31/1,B&Bs,66,4.93939393939394,1,0,1,0
Hizhina,https://www.tripadvisor.com//Hotel_Review-g815351-d11883549-Reviews-Hizhina-Alaverdi_Lori_Province.html,23240.0,48.0,Lori Province,Alaverdi,"Tbilisskoye Shosse, d. 32/2",Other,0,0.0,0,0,0,0
Hobby Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d14791697-Reviews-Hobby_Hotel-Yerevan.html,26890.0,55.0,Yerevan,Yerevan,"Saryan, 30",Hotel,1,5.0,1,0,1,0
Holiday Home Hermonatun,https://www.tripadvisor.com//Hotel_Review-g3492272-d11774311-Reviews-Holiday_Home_Hermonatun-Hermon_Vayots_Dzor_Province.html,6658.0,14.0,Vayots Dzor Province,Hermon,,Other,0,0.0,1,0,1,0
Holiday Home Teghenis,https://www.tripadvisor.com//Hotel_Review-g2151208-d11646226-Reviews-Holiday_Home_Teghenis-Tsakhkadzor_Kotayk_Province.html,12492.0,26.0,Kotayk Province,Tsakhkadzor,Tandzaghbyur 31,Specialty Lodging,9,5.0,1,0,1,0
Holiday Hotel & Hostel By Picnic,https://www.tripadvisor.com//Hotel_Review-g293932-d10515454-Reviews-Holiday_Hotel_Hostel_By_Picnic-Yerevan.html,19000.0,39.0,Yerevan,Yerevan,Yekmalyan str. 1,Specialty Lodging,5,3.0,1,0,1,0
Holiday Inn Express Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d15098482-Reviews-Holiday_Inn_Express_Yerevan-Yerevan.html,25250.0,52.0,Yerevan,Yerevan,"Pavstos Buzand, 97/2",Specialty Lodging,27,5.0,1,0,1,0
Home Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d6550940-Reviews-Home_Hostel-Yerevan.html,16644.0,34.0,Yerevan,Yerevan,Amiryan str. 24/15,Specialty Lodging,1,5.0,0,0,0,0
Homey Guesthouse,https://www.tripadvisor.com//Hotel_Review-g293932-d12842060-Reviews-Homey_Guesthouse-Yerevan.html,11990.0,25.0,Yerevan,Yerevan,12 Aygedzor Street,Specialty Lodging,1,5.0,1,0,1,0
Honey Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d15078645-Reviews-Honey_Hostel-Yerevan.html,17990.0,37.0,Yerevan,Yerevan,11th Str,Other,0,0.0,0,0,0,0
Horseback Tours Farm,https://www.tripadvisor.com//Hotel_Review-g2711288-d12501245-Reviews-Horseback_Tours_Farm-Vayk_Vayots_Dzor_Province.html,26242.0,54.0,Vayots Dzor Province,Vayk,"Ul. 5, House 11",Other,1,5.0,0,0,0,0
HosTales,https://www.tripadvisor.com//Hotel_Review-g293932-d15321450-Reviews-HosTales-Yerevan.html,9155.0,19.0,Yerevan,Yerevan,Aygyestan 11 str. 29/1,Other,0,0.0,1,0,1,0
Hostel #1,https://www.tripadvisor.com//Hotel_Review-g815353-d15062877-Reviews-Hostel_1-Gyumri_Shirak_Province.html,14000.0,29.0,Shirak Province,Gyumri,Rijkov Street 1/1,Specialty Lodging,2,5.0,0,0,0,0
Hostel 5x5,https://www.tripadvisor.com//Hotel_Review-g293932-d15743168-Reviews-Hostel_5x5-Yerevan.html,14390.0,30.0,Yerevan,Yerevan,"Leningradyan st., 23/11",Other,0,0.0,1,0,1,0
Hostel Bivouac,https://www.tripadvisor.com//Hotel_Review-g293932-d12379420-Reviews-Hostel_Bivouac-Yerevan.html,7492.0,15.0,Yerevan,Yerevan,"9 Parpyetsi str., Apt 8",Specialty Lodging,47,4.85106382978723,1,1,0,0
Hostel Gallery,https://www.tripadvisor.com//Hotel_Review-g2151208-d9582504-Reviews-Hostel_Gallery-Tsakhkadzor_Kotayk_Province.html,30508.0,63.0,Kotayk Province,Tsakhkadzor,"Pahlavunyats Str 56, Apt 1",Specialty Lodging,1,5.0,1,0,1,0
Hostel Glass Tower,https://www.tripadvisor.com//Hotel_Review-g293932-d10151429-Reviews-Hostel_Glass_Tower-Yerevan.html,20099.0,41.0,Yerevan,Yerevan,Sayat Novy str. 33,Specialty Lodging,3,3.0,1,1,0,0
Hostel Glide,https://www.tripadvisor.com//Hotel_Review-g293932-d2090583-Reviews-Hostel_Glide-Yerevan.html,7500.0,15.0,Yerevan,Yerevan,"Galents St., 16",Specialty Lodging,60,4.78333333333333,1,0,1,0
Hostel Golden Trip,https://www.tripadvisor.com//Hotel_Review-g293932-d15221280-Reviews-Hostel_Golden_Trip-Yerevan.html,13990.0,29.0,Yerevan,Yerevan,Moskovyan 33 a,Other,0,0.0,0,0,0,0
Hostel in Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d14888373-Reviews-Hostel_in_Yerevan-Yerevan.html,5992.0,12.0,Yerevan,Yerevan,Lisinyan str. 88,Other,0,0.0,0,0,0,0
Hostel Inn,https://www.tripadvisor.com//Hotel_Review-g293932-d8493168-Reviews-Hostel_Inn-Yerevan.html,7500.0,15.0,Yerevan,Yerevan,"Demirchyan st., 36/31",Other,0,0.0,1,0,1,0
Hostel Jaguar,https://www.tripadvisor.com//Hotel_Review-g293932-d16746062-Reviews-Hostel_Jaguar-Yerevan.html,5940.0,12.0,Yerevan,Yerevan,Zavaryan str. 16,Other,0,0.0,1,0,1,0
Hostel Liberal,https://www.tripadvisor.com//Hotel_Review-g293932-d12906838-Reviews-Hostel_Liberal-Yerevan.html,15000.0,31.0,Yerevan,Yerevan,Anrapyetutsyan str. 62,Specialty Lodging,1,5.0,1,0,0,0
Hostel Lovely Goris,https://www.tripadvisor.com//Hotel_Review-g666439-d13122508-Reviews-Hostel_Lovely_Goris-Goris_Syunik_Province.html,33934.0,70.0,Syunik Province,Goris,Khorenaci 55,Specialty Lodging,4,5.0,1,0,1,0
Hostel Out Of Dreams,https://www.tripadvisor.com//Hotel_Review-g293932-d12394042-Reviews-Hostel_Out_Of_Dreams-Yerevan.html,10000.0,21.0,Yerevan,Yerevan,Tumanyan O. str. 27,Specialty Lodging,2,4.0,1,0,1,0
Hostel Sun Ray,https://www.tripadvisor.com//Hotel_Review-g293932-d11737516-Reviews-Hostel_Sun_Ray-Yerevan.html,39000.0,80.0,Yerevan,Yerevan,"19 Gazar Parpyettsi str., Apt. 1",Specialty Lodging,12,5.0,0,0,0,0
Hostel Tsaghkadzor,https://www.tripadvisor.com//Hotel_Review-g2151208-d13327713-Reviews-Hostel_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html,10833.0,22.0,Kotayk Province,Tsakhkadzor,Tsaghkunyats Square Street 1,Specialty Lodging,2,5.0,1,0,1,0
Hotel Agasi,https://www.tripadvisor.com//Hotel_Review-g2426280-d8672084-Reviews-Hotel_Agasi-Odzun_Alaverdi_Lori_Province.html,12492.0,26.0,Lori Province,Alaverdi,"Proulok, 10 2-Oy",Other,0,0.0,1,0,1,0
Hotel Aliq,https://www.tripadvisor.com//Hotel_Review-g2151208-d13415675-Reviews-Hotel_Aliq-Tsakhkadzor_Kotayk_Province.html,20000.0,41.0,Kotayk Province,Tsakhkadzor,Isahakyan Street 13,Other,0,0.0,1,0,1,0
Hotel Alva,https://www.tripadvisor.com//Hotel_Review-g2151208-d2291104-Reviews-Hotel_Alva-Tsakhkadzor_Kotayk_Province.html,39771.0,82.0,Kotayk Province,Tsakhkadzor,Tandzaghbyur St. 40,Specialty Lodging,11,5.0,0,0,0,0
Hotel Amaras,https://www.tripadvisor.com//Hotel_Review-g293932-d13397965-Reviews-Hotel_Amaras-Yerevan.html,12474.0,26.0,Yerevan,Yerevan,46 Tairov Street,Other,0,0.0,1,0,1,0
Hotel Ani,https://www.tripadvisor.com//Hotel_Review-g2708780-d5858068-Reviews-Hotel_Ani-Jermuk_Vayots_Dzor_Province.html,16667.0,34.0,Vayots Dzor Province,Jermuk,Shaumyana St. 26,B&Bs,8,4.0,1,0,1,0
Hotel Arar,https://www.tripadvisor.com//Hotel_Review-g293932-d9727591-Reviews-Hotel_Arar-Yerevan.html,5714.0,12.0,Yerevan,Yerevan,"Erebuni St., 14",Specialty Lodging,1,4.0,1,0,1,0
Hotel Arevi,https://www.tripadvisor.com//Hotel_Review-g3445040-d15081340-Reviews-Hotel_Arevi-Yeghegis_Vayots_Dzor_Province.html,11490.0,24.0,Vayots Dzor Province,Yeghegis,,Other,3,5.0,1,0,1,0
Hotel Arpa,https://www.tripadvisor.com//Hotel_Review-g2135874-d2095171-Reviews-Hotel_Arpa-Yeghegnadzor_Vayots_Dzor_Province.html,40833.0,84.0,Vayots Dzor Province,Yeghegnadzor,1 Narekatsy Str. 8,B&Bs,31,4.09677419354839,1,0,1,0
Hotel Ashot Erkat,https://www.tripadvisor.com//Hotel_Review-g666442-d10639209-Reviews-Hotel_Ashot_Erkat-Sevan_Lake_Sevan_Gegharkunik_Province.html,23990.0,49.0,Gegharkunik Province,Lake Sevan,Ulitsa 25,B&Bs,1,4.0,1,0,1,0
Hotel Basen,https://www.tripadvisor.com//Hotel_Review-g1055321-d1909800-Reviews-Hotel_Basen-Sisian_Syunik_Province.html,14990.0,31.0,Syunik Province,Sisian,A. Manukyan 2,B&Bs,83,4.50602409638554,1,0,1,0
Hotel Bastille,https://www.tripadvisor.com//Hotel_Review-g293932-d12682451-Reviews-Hotel_Bastille-Yerevan.html,24367.0,50.0,Yerevan,Yerevan,"Arghutyan St., 8/3",Other,0,0.0,1,0,1,0
Hotel Caxkadzor,https://www.tripadvisor.com//Hotel_Review-g2151208-d12845005-Reviews-Hotel_Caxkadzor-Tsakhkadzor_Kotayk_Province.html,45833.0,94.0,Kotayk Province,Tsakhkadzor,Vecik Chartarapeti 15,Other,0,0.0,1,0,1,0
Hotel Central,https://www.tripadvisor.com//Hotel_Review-g2708780-d8287703-Reviews-Hotel_Central-Jermuk_Vayots_Dzor_Province.html,24075.0,50.0,Vayots Dzor Province,Jermuk,Shahumyan st. 12/1,B&Bs,10,3.8,1,0,1,0
Hotel Complex Mayak,https://www.tripadvisor.com//Hotel_Review-g666442-d13231199-Reviews-Hotel_Complex_Mayak-Sevan_Lake_Sevan_Gegharkunik_Province.html,21992.0,45.0,Gegharkunik Province,Lake Sevan,"Sevan Lake, Ulitsa 6, Zdanie 21",Other,0,0.0,1,0,1,0
Hotel de la Krunk,https://www.tripadvisor.com//Hotel_Review-g666442-d12856340-Reviews-Hotel_de_la_Krunk-Sevan_Lake_Sevan_Gegharkunik_Province.html,11553.0,24.0,Gegharkunik Province,Lake Sevan,Nairyan Street,B&Bs,1,5.0,1,0,1,0
Hotel Edem,https://www.tripadvisor.com//Hotel_Review-g2151208-d12716960-Reviews-Hotel_Edem-Tsakhkadzor_Kotayk_Province.html,49431.0,102.0,Kotayk Province,Tsakhkadzor,Tandzaghbyur Street 19,Specialty Lodging,1,5.0,1,0,1,0
Hotel Enjoy,https://www.tripadvisor.com//Hotel_Review-g293932-d12428417-Reviews-Hotel_Enjoy-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,33 Baghramyan Street,Other,0,0.0,1,0,0,0
Hotel Erik,https://www.tripadvisor.com//Hotel_Review-g1160895-d12523189-Reviews-Hotel_Erik-Dilijan_Tavush_Province.html,15000.0,31.0,Tavush Province,Dilijan,Shahumyan Street 10/a,Other,0,0.0,0,0,0,0
Hotel For You,https://www.tripadvisor.com//Hotel_Review-g293932-d12504246-Reviews-Hotel_For_You-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,Kalents street 27,B&Bs,3,5.0,0,0,0,0
Hotel Gladzor,https://www.tripadvisor.com//Hotel_Review-g2135874-d10810140-Reviews-Hotel_Gladzor-Yeghegnadzor_Vayots_Dzor_Province.html,62500.0,129.0,Vayots Dzor Province,Yeghegnadzor,St. Momik 1,B&Bs,1,1.0,1,0,1,0
Hotel Jrhogher,https://www.tripadvisor.com//Hotel_Review-g1160895-d15062577-Reviews-Hotel_Jrhogher-Dilijan_Tavush_Province.html,13333.0,27.0,Tavush Province,Dilijan,Shaumyan 10 A,Other,0,0.0,0,0,0,0
Hotel Kama,https://www.tripadvisor.com//Hotel_Review-g815353-d8029260-Reviews-Hotel_Kama-Gyumri_Shirak_Province.html,13333.0,27.0,Shirak Province,Gyumri,Nzhdeh 3/2,B&Bs,1,5.0,1,0,1,0
Hotel Kambuz,https://www.tripadvisor.com//Hotel_Review-g666442-d9773233-Reviews-Hotel_Kambuz-Sevan_Lake_Sevan_Gegharkunik_Province.html,35000.0,72.0,Gegharkunik Province,Lake Sevan,Sevan Poluostrov,Specialty Lodging,4,1.0,1,0,1,0
Hotel King,https://www.tripadvisor.com//Hotel_Review-g293932-d10451796-Reviews-Hotel_King-Yerevan.html,11658.0,24.0,Yerevan,Yerevan,Sasuntsi David str. 76,Other,0,0.0,0,0,0,0
Hotel Kirch,https://www.tripadvisor.com//Hotel_Review-g666439-d13968001-Reviews-Hotel_Kirch-Goris_Syunik_Province.html,187500.0,386.0,Syunik Province,Goris,"Syunik Street Stroenie,3-okh Etazhka",B&Bs,2,5.0,0,0,0,0
Hotel Laguna,https://www.tripadvisor.com//Hotel_Review-g1438527-d2388260-Reviews-Hotel_Laguna-Vanadzor_Lori_Province.html,12500.0,26.0,Lori Province,Vanadzor,Yerevanyan Ave. 68a,B&Bs,14,4.35714285714286,1,0,1,0
Hotel Lalaner,https://www.tripadvisor.com//Hotel_Review-g1055321-d1155541-Reviews-Hotel_Lalaner-Sisian_Syunik_Province.html,11658.0,24.0,Syunik Province,Sisian,"Sisian St., House 29",Other,13,3.15384615384615,0,0,0,0
Hotel Lara,https://www.tripadvisor.com//Hotel_Review-g666439-d2289640-Reviews-Hotel_Lara-Goris_Syunik_Province.html,23750.0,49.0,Syunik Province,Goris,"Kristaphora St., 21",Hotel,22,4.18181818181818,1,0,0,0
Hotel Lilia Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d12011121-Reviews-Hotel_Lilia_Yerevan-Yerevan.html,24075.0,50.0,Yerevan,Yerevan,"Mashtots St.,14/4",B&Bs,7,4.57142857142857,0,0,0,0
Hotel Mana,https://www.tripadvisor.com//Hotel_Review-g666439-d2387909-Reviews-Hotel_Mana-Goris_Syunik_Province.html,65910.0,136.0,Syunik Province,Goris,Syuniki Street 197,B&Bs,7,3.71428571428571,0,1,1,0
Hotel MINI,https://www.tripadvisor.com//Hotel_Review-g293932-d3336369-Reviews-Hotel_MINI-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,Abovyan str. 8,B&Bs,12,3.0,1,0,0,0
Hotel Mirhav,https://www.tripadvisor.com//Hotel_Review-g666439-d1234773-Reviews-Hotel_Mirhav-Goris_Syunik_Province.html,23240.0,48.0,Syunik Province,Goris,100 Mashdots Street,Hotel,201,4.11940298507463,1,0,1,0
Hotel Mosh,https://www.tripadvisor.com//Hotel_Review-g2708789-d7205091-Reviews-Hotel_Mosh-Ijevan_Tavush_Province.html,12500.0,26.0,Tavush Province,Ijevan,Erevanyan 3,Specialty Lodging,1,4.0,1,0,1,0
Hotel National,https://www.tripadvisor.com//Hotel_Review-g293932-d3873711-Reviews-Hotel_National-Yerevan.html,40833.0,84.0,Yerevan,Yerevan,Amiryan str. 4/3,Hotel,107,4.04672897196262,1,0,1,0
Hotel Ojax,https://www.tripadvisor.com//Hotel_Review-g2708789-d12825812-Reviews-Hotel_Ojax-Ijevan_Tavush_Province.html,10833.0,22.0,Tavush Province,Ijevan,Erevanyan 217/1,Other,0,0.0,1,0,1,0
Hotel Otevan,https://www.tripadvisor.com//Hotel_Review-g2708789-d7067713-Reviews-Hotel_Otevan-Ijevan_Tavush_Province.html,6658.0,14.0,Tavush Province,Ijevan,Yerevanyan Str. 45,Other,0,0.0,1,0,0,0
Hotel Petak,https://www.tripadvisor.com//Hotel_Review-g293932-d4263358-Reviews-Hotel_Petak-Yerevan.html,23367.0,48.0,Yerevan,Yerevan,17_ Arshakunyats Ave.,Specialty Lodging,1,2.0,1,0,1,0
Hotel Plaza Viktoria,https://www.tripadvisor.com//Hotel_Review-g815353-d12635722-Reviews-Hotel_Plaza_Viktoria-Gyumri_Shirak_Province.html,41667.0,86.0,Shirak Province,Gyumri,Abovyan str. 244/1,B&Bs,12,4.33333333333333,1,0,1,0
Hotel Regineh,https://www.tripadvisor.com//Hotel_Review-g293932-d1237108-Reviews-Hotel_Regineh-Yerevan.html,19125.0,39.0,Yerevan,Yerevan,Norki Ayginer St,Hotel,82,3.85365853658537,1,0,1,0
Hotel Ritzar,https://www.tripadvisor.com//Hotel_Review-g293932-d6857101-Reviews-Hotel_Ritzar-Yerevan.html,18333.0,38.0,Yerevan,Yerevan,Myasnikyan Side Street,B&Bs,3,2.0,0,0,0,1
Hotel Russia,https://www.tripadvisor.com//Hotel_Review-g2151208-d2299449-Reviews-Hotel_Russia-Tsakhkadzor_Kotayk_Province.html,33288.0,68.0,Kotayk Province,Tsakhkadzor,8 Magistros Str.,Hotel,50,3.95833333333333,1,0,0,1
Hotel SAYA,https://www.tripadvisor.com//Hotel_Review-g2151208-d12559290-Reviews-Hotel_SAYA-Tsakhkadzor_Kotayk_Province.html,26658.0,55.0,Kotayk Province,Tsakhkadzor,Grigor Magistros 1,B&Bs,1,4.0,1,0,1,0
Hotel Sevan 3,https://www.tripadvisor.com//Hotel_Review-g666442-d12675367-Reviews-Hotel_Sevan_3-Sevan_Lake_Sevan_Gegharkunik_Province.html,7500.0,15.0,Gegharkunik Province,Lake Sevan,AH83 Poluostrov Sevan,B&Bs,2,3.0,0,0,0,0
Hotel Sevano,https://www.tripadvisor.com//Hotel_Review-g666442-d12844184-Reviews-Hotel_Sevano-Sevan_Lake_Sevan_Gegharkunik_Province.html,41658.0,86.0,Gegharkunik Province,Lake Sevan,Gorcaranayin 8,B&Bs,2,2.5,0,0,0,0
Hotel Terjan,https://www.tripadvisor.com//Hotel_Review-g293932-d308342-Reviews-Hotel_Terjan-Yerevan.html,8325.0,17.0,Yerevan,Yerevan,5th Street,Hotel,1,5.0,0,1,0,1
Hotel Tigran Mets,https://www.tripadvisor.com//Hotel_Review-g293932-d8783668-Reviews-Hotel_Tigran_Mets-Yerevan.html,20833.0,43.0,Yerevan,Yerevan,Tigran Mets Avenue 9,Specialty Lodging,28,4.28571428571429,1,1,0,0
Hotel Vanadzor,https://www.tripadvisor.com//Hotel_Review-g1438527-d15551077-Reviews-Hotel_Vanadzor-Vanadzor_Lori_Province.html,18325.0,38.0,Lori Province,Vanadzor,Zoravar Andranik Street,Other,0,0.0,0,0,0,0
Hotel Vivas,https://www.tripadvisor.com//Hotel_Review-g666439-d2209490-Reviews-Hotel_Vivas-Goris_Syunik_Province.html,40833.0,84.0,Syunik Province,Goris,Syunik 65,B&Bs,24,4.20833333333333,1,0,1,0
Hotel Yan - Hostel,https://www.tripadvisor.com//Hotel_Review-g815351-d15186099-Reviews-Hotel_Yan_Hostel-Alaverdi_Lori_Province.html,31500.0,65.0,Lori Province,Alaverdi,Yegit Jravazani 73,Other,0,0.0,0,0,0,0
Hotel Zvartnots in Tsaghkadzor,https://www.tripadvisor.com//Hotel_Review-g2151208-d12160087-Reviews-Hotel_Zvartnots_in_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html,20000.0,41.0,Kotayk Province,Tsakhkadzor,Isahakyan 5/2,Other,0,0.0,0,0,0,0
Hotel,https://www.tripadvisor.com//Hotel_Review-g815353-d15189827-Reviews-Hotel-Gyumri_Shirak_Province.html,37500.0,77.0,Shirak Province,Gyumri,Yerevanskoye Shosse,Other,0,0.0,0,0,0,0
House Abel,https://www.tripadvisor.com//Hotel_Review-g2151208-d15880706-Reviews-House_Abel-Tsakhkadzor_Kotayk_Province.html,187500.0,386.0,Kotayk Province,Tsakhkadzor,Armenia Caxkadzor Mayisyan 2,Other,0,0.0,0,0,0,0
Hrazdan Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d308338-Reviews-Hrazdan_Hotel-Yerevan.html,23333.0,48.0,Yerevan,Yerevan,Dzorapi ili Dzoragyukh str. 72,Hotel,100,3.62,1,0,1,0
Hyatt Place Jermuk,https://www.tripadvisor.com//Hotel_Review-g2708780-d8443496-Reviews-Hyatt_Place_Jermuk-Jermuk_Vayots_Dzor_Province.html,20825.0,43.0,Vayots Dzor Province,Jermuk,Shahumyan 7/5,Hotel,172,4.52325581395349,1,0,1,0
Hyatt Place Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d5281493-Reviews-Hyatt_Place_Yerevan-Yerevan.html,36908.0,76.0,Yerevan,Yerevan,"Vazgen Sargsyan, 26/1",Hotel,314,4.4408945686901,1,0,1,0
HyeLandz Eco Village Resort,https://www.tripadvisor.com//Hotel_Review-g293932-d3512376-Reviews-HyeLandz_Eco_Village_Resort-Yerevan.html,38095.0,78.0,Yerevan,Yerevan,2nd Street,Specialty Lodging,118,4.80508474576271,1,0,1,0
Ibiza Hotel & Sauna,https://www.tripadvisor.com//Hotel_Review-g293932-d7380773-Reviews-Ibiza_Hotel_Sauna-Yerevan.html,16667.0,34.0,Yerevan,Yerevan,Myasnikyana ave 18/5,B&Bs,9,3.75,1,0,1,0
Impulse,https://www.tripadvisor.com//Hotel_Review-g1160895-d3539735-Reviews-Impulse-Dilijan_Tavush_Province.html,37284.0,77.0,Tavush Province,Dilijan,"Parz Lich St., 14",Specialty Lodging,1,5.0,0,0,0,1
In Tsaghkadzor Hotel,https://www.tripadvisor.com//Hotel_Review-g2151208-d7395840-Reviews-In_Tsaghkadzor_Hotel-Tsakhkadzor_Kotayk_Province.html,187500.0,386.0,Kotayk Province,Tsakhkadzor,Kecharisi,Other,0,0.0,1,0,0,0
Inexpensive B&B,https://www.tripadvisor.com//Hotel_Review-g1438527-d15353040-Reviews-Inexpensive_B_B-Vanadzor_Lori_Province.html,24648.0,51.0,Lori Province,Vanadzor,Karbyshev Street,Other,0,0.0,0,0,0,0
Inga Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d15219439-Reviews-Inga_Hotel_Yerevan-Yerevan.html,13325.0,27.0,Yerevan,Yerevan,Leningradyan St,Other,0,0.0,1,0,1,0
Inn Grand House,https://www.tripadvisor.com//Hotel_Review-g2711245-d10733680-Reviews-Inn_Grand_House-Kapan_Syunik_Province.html,10156.0,21.0,Syunik Province,Kapan,Shinararneri Street 6,B&Bs,2,4.5,1,0,0,1
Inn Green Day,https://www.tripadvisor.com//Hotel_Review-g1160895-d12150640-Reviews-Inn_Green_Day-Dilijan_Tavush_Province.html,6154.0,13.0,Tavush Province,Dilijan,Kamo Street House 203,Other,0,0.0,0,0,0,0
Inter Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d8336389-Reviews-Inter_Hostel-Yerevan.html,9000.0,19.0,Yerevan,Yerevan,"Tolstoy St., 49",Specialty Lodging,19,3.63157894736842,1,0,1,0
International Hostel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d6681360-Reviews-International_Hostel_Yerevan-Yerevan.html,10825.0,22.0,Yerevan,Yerevan,23/11 Leningradyan Str.,Specialty Lodging,1,4.0,0,0,0,0
Jermuk Ashkharh Sanatorium,https://www.tripadvisor.com//Hotel_Review-g2708780-d6475336-Reviews-Jermuk_Ashkharh_Sanatorium-Jermuk_Vayots_Dzor_Province.html,22500.0,46.0,Vayots Dzor Province,Jermuk,Shahumyan str 20,Hotel,8,4.0,1,0,1,0
Jermuk Guest House,https://www.tripadvisor.com//Hotel_Review-g2708780-d12634755-Reviews-Jermuk_Guest_House-Jermuk_Vayots_Dzor_Province.html,9325.0,19.0,Vayots Dzor Province,Jermuk,Shahumyan Street 3/1,Other,0,0.0,1,0,1,0
JERMUK Hotel & SPA,https://www.tripadvisor.com//Hotel_Review-g2708780-d15755258-Reviews-JERMUK_Hotel_SPA-Jermuk_Vayots_Dzor_Province.html,13333.0,27.0,Vayots Dzor Province,Jermuk,Myasnikyana 27,Specialty Lodging,1,5.0,0,0,0,0
Jermuk Life Hotel,https://www.tripadvisor.com//Hotel_Review-g2708780-d5858077-Reviews-Jermuk_Life_Hotel-Jermuk_Vayots_Dzor_Province.html,20825.0,43.0,Vayots Dzor Province,Jermuk,"Shaumyana St., 10/1",B&Bs,6,5.0,1,0,0,0
Jermuk Moscow,https://www.tripadvisor.com//Hotel_Review-g2708780-d6214517-Reviews-Jermuk_Moscow-Jermuk_Vayots_Dzor_Province.html,20833.0,43.0,Vayots Dzor Province,Jermuk,"Melik-Adamyan St., 6",Hotel,5,3.4,1,0,1,0
Jermuk Verona Resort,https://www.tripadvisor.com//Hotel_Review-g2708780-d3531692-Reviews-Jermuk_Verona_Resort-Jermuk_Vayots_Dzor_Province.html,9000.0,19.0,Vayots Dzor Province,Jermuk,"Shahumyana St., 9/1",B&Bs,45,3.91111111111111,1,0,1,0
Jermuk Villa Imperial,https://www.tripadvisor.com//Hotel_Review-g2708780-d11798446-Reviews-Jermuk_Villa_Imperial-Jermuk_Vayots_Dzor_Province.html,15000.0,31.0,Vayots Dzor Province,Jermuk,Sarvorneri 5,Specialty Lodging,1,4.0,1,0,1,0
Jrahars Resort,https://www.tripadvisor.com//Hotel_Review-g666442-d14934517-Reviews-Jrahars_Resort-Sevan_Lake_Sevan_Gegharkunik_Province.html,12843.0,26.0,Gegharkunik Province,Lake Sevan,M4,Other,0,0.0,1,0,1,0
Jupiter Hotel,https://www.tripadvisor.com//Hotel_Review-g2151208-d2259214-Reviews-Jupiter_Hotel-Tsakhkadzor_Kotayk_Province.html,23325.0,48.0,Kotayk Province,Tsakhkadzor,Tsakhkunac 1,B&Bs,23,4.73913043478261,1,0,0,0
Kamelot,https://www.tripadvisor.com//Hotel_Review-g1160895-d10701539-Reviews-Kamelot-Dilijan_Tavush_Province.html,8333.0,17.0,Tavush Province,Dilijan,Kamo 207/1,Other,0,0.0,0,0,0,0
