Name,Link,Price_AMD,Price_USD,State,City,Address,Category,Review_Count,Average_Score,Free_WiFi,Breakfast_Included,Free_Parking,Swimming_Pool
"""G"" Hotel",https://www.tripadvisor.com//Hotel_Review-g293932-d8785941-Reviews-G_Hotel-Yerevan.html,9977.0,21.0,Yerevan,Yerevan,Erebuni.Ulitsa Ai_vazovskogo,Other,0,0.0,0,0,0,0
14th Floor Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d2038096-Reviews-14th_Floor_Hotel-Yerevan.html,33589.0,69.0,Yerevan,Yerevan,Amiryan str. 4/6,Hotel,90,4.36666666666667,1,0,1,0
17 Nalbandyan Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d9608160-Reviews-17_Nalbandyan_Hostel-Yerevan.html,14550.0,30.0,Yerevan,Yerevan,Nalbandyan str. 17/7,Specialty Lodging,2,1.0,0,1,0,0
2x2 Cinema-Bar Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d7318900-Reviews-2x2_Cinema_Bar_Hotel-Yerevan.html,266667.0,549.0,Yerevan,Yerevan,Khangyan Street 31,Specialty Lodging,11,4.72727272727273,1,0,1,0
3/3 Appart Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d15639048-Reviews-3_3_Appart_Hotel-Yerevan.html,19990.0,41.0,Yerevan,Yerevan,Bagramyan Marshal ave 3/3,Other,0,0.0,1,0,1,0
3D Guest House,https://www.tripadvisor.com//Hotel_Review-g1160895-d12436502-Reviews-3D_Guest_House-Dilijan_Tavush_Province.html,18000.0,37.0,Tavush Province,Dilijan,Moldovakan 7/2,Other,0,0.0,1,0,1,0
4Guest Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d13485222-Reviews-4Guest_Hotel-Yerevan.html,17000.0,35.0,Yerevan,Yerevan,H. Hovsepian 31,Specialty Lodging,3,5.0,1,0,1,0
5. Element Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d12455033-Reviews-5_Element_Hostel-Yerevan.html,14990.0,31.0,Yerevan,Yerevan,Gai Avenue 57/1,Other,0,0.0,1,0,1,0
Adams Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12456038-Reviews-Adams_Hotel-Yerevan.html,22500.0,46.0,Yerevan,Yerevan,Charyentsa str. 90/7,Specialty Lodging,11,4.81818181818182,1,0,1,0
Adamyan 11 Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d15232919-Reviews-Adamyan_11_Hostel-Yerevan.html,9990.0,21.0,Yerevan,Yerevan,Petros Adamyan Street 11,Other,0,0.0,0,0,0,0
Afina Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d10682113-Reviews-Afina_Hotel-Yerevan.html,8333.0,17.0,Yerevan,Yerevan,"Tbilisyan St., 1",Other,0,0.0,1,0,1,0
Agasu Tun,https://www.tripadvisor.com//Hotel_Review-g2426280-d8618166-Reviews-Agasu_Tun-Odzun_Alaverdi_Lori_Province.html,29167.0,60.0,Lori Province,Alaverdi,,Specialty Lodging,3,5.0,1,0,1,0
Aghababyan's Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d15855853-Reviews-Aghababyan_s_Hotel-Yerevan.html,44523.0,92.0,Yerevan,Yerevan,Nazarbyekyan Tovmas str. 25/5,Hotel,7,5.0,0,0,0,0
Aghveran Ararat Resort Hotel,https://www.tripadvisor.com//Hotel_Review-g5921305-d10508752-Reviews-Aghveran_Ararat_Resort_Hotel-Arzakan_Kotayk_Province.html,10190.0,21.0,Kotayk Province,Arzakan,Antarain Street 11,Hotel,14,4.125,0,0,0,0
Aghveran Hotel,https://www.tripadvisor.com//Hotel_Review-g5921305-d3217206-Reviews-Aghveran_Hotel-Arzakan_Kotayk_Province.html,12492.0,26.0,Kotayk Province,Arzakan,Antarayin Street 1,Hotel,62,3.88709677419355,1,0,1,0
Akhtamar Hotel,https://www.tripadvisor.com//Hotel_Review-g666442-d2307118-Reviews-Akhtamar_Hotel-Sevan_Lake_Sevan_Gegharkunik_Province.html,25250.0,52.0,Gegharkunik Province,Lake Sevan,"Mashtotsner 3, Tsovagyugh village",Hotel,11,3.27272727272727,1,0,1,0
Alba Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d15109993-Reviews-Alba_Hotel_Yerevan-Yerevan.html,18325.0,38.0,Yerevan,Yerevan,"Proshyan 1st Lane, 32",Hotel,7,4.14285714285714,1,1,1,0
Albert House,https://www.tripadvisor.com//Hotel_Review-g293932-d8787032-Reviews-Albert_House-Yerevan.html,10000.0,21.0,Yerevan,Yerevan,Zavaryan str. 12/1,B&Bs,22,4.54545454545455,1,0,1,0
Aleppo Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d7891055-Reviews-Aleppo_Hotel-Yerevan.html,8000.0,16.0,Yerevan,Yerevan,Sebastia Street 10/3,B&Bs,3,3.5,1,0,1,0
Alex Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d14803097-Reviews-Alex_Hotel-Yerevan.html,11242.0,23.0,Yerevan,Yerevan,"Admiral Isakov Avenue, 3/13",Other,0,0.0,1,0,1,0
Alexandrapol Hotel,https://www.tripadvisor.com//Hotel_Review-g815353-d3393597-Reviews-Alexandrapol_Hotel-Gyumri_Shirak_Province.html,15200.0,31.0,Shirak Province,Gyumri,"70, Mayakovskui Str",B&Bs,30,3.9,1,0,1,0
Alhmas B&B,https://www.tripadvisor.com//Hotel_Review-g815353-d13086133-Reviews-Alhmas_B_B-Gyumri_Shirak_Province.html,14900.0,31.0,Shirak Province,Gyumri,Garegin Nzhdeh Avenue 5,Other,0,0.0,1,0,1,0
Alhmas Hotel,https://www.tripadvisor.com//Hotel_Review-g815353-d3537556-Reviews-Alhmas_Hotel-Gyumri_Shirak_Province.html,9155.0,19.0,Shirak Province,Gyumri,"Garegin Nzhdehi str., 1",B&Bs,2,3.5,0,0,0,0
Alik Apartments on Abovyan 16,https://www.tripadvisor.com//Hotel_Review-g293932-d16744668-Reviews-Alik_Apartments_on_Abovyan_16-Yerevan.html,33325.0,69.0,Yerevan,Yerevan,"16 Abovyan str., Apt 21",Other,0,0.0,0,0,0,0
Aliq Resort,https://www.tripadvisor.com//Hotel_Review-g2151208-d2443154-Reviews-Aliq_Resort-Tsakhkadzor_Kotayk_Province.html,35000.0,72.0,Kotayk Province,Tsakhkadzor,Isahakyan str 14,Hotel,8,3.5,1,0,0,1
All Love Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d15221354-Reviews-All_Love_Hostel-Yerevan.html,25000.0,51.0,Yerevan,Yerevan,Tumanyan O. str. 27,Other,0,0.0,0,0,0,0
All Seasons Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d14998416-Reviews-All_Seasons_Hostel-Yerevan.html,11000.0,23.0,Yerevan,Yerevan,7 Khanjyan Street,Specialty Lodging,2,5.0,0,0,0,0
Alnur Hostel Armenia,https://www.tripadvisor.com//Hotel_Review-g293932-d15352887-Reviews-Alnur_Hostel_Armenia-Yerevan.html,37492.0,77.0,Yerevan,Yerevan,Dro street 4th lane House 15,Other,0,0.0,0,0,0,0
Alva Hotel & Spa,https://www.tripadvisor.com//Hotel_Review-g2151208-d4879277-Reviews-Alva_Hotel_Spa-Tsakhkadzor_Kotayk_Province.html,24992.0,51.0,Kotayk Province,Tsakhkadzor,Tandzaghbyuri 40,Hotel,39,4.28205128205128,1,0,1,0
Alvard Nersisyan B6B,https://www.tripadvisor.com//Hotel_Review-g2426280-d5074518-Reviews-Alvard_Nersisyan_B6B-Odzun_Alaverdi_Lori_Province.html,10825.0,22.0,Lori Province,Alaverdi,"3rd St, 31",Specialty Lodging,2,5.0,0,0,0,0
Amanz Homestay,https://www.tripadvisor.com//Hotel_Review-g293932-d15339193-Reviews-Amanz_Homestay-Yerevan.html,16658.0,34.0,Yerevan,Yerevan,Nubarashen A3 Distt. 8,Other,0,0.0,0,0,0,0
Amber,https://www.tripadvisor.com//Hotel_Review-g293932-d7134404-Reviews-Amber-Yerevan.html,17250.0,35.0,Yerevan,Yerevan,Myasnikyana ave 1/6,Hotel,11,4.27272727272727,1,0,1,0
Amira Palace Hotel & Sauna,https://www.tripadvisor.com//Hotel_Review-g293932-d9802364-Reviews-Amira_Palace_Hotel_Sauna-Yerevan.html,20818.0,43.0,Yerevan,Yerevan,Myasnikyana ave 55/7,Other,0,0.0,0,0,0,0
Amrots Hotel,https://www.tripadvisor.com//Hotel_Review-g2711288-d7593566-Reviews-Amrots_Hotel-Vayk_Vayots_Dzor_Province.html,11990.0,25.0,Vayots Dzor Province,Vayk,Erkrabanner Street 2,Hotel,16,4.25,1,0,1,0
Anahit Guest House,https://www.tripadvisor.com//Hotel_Review-g1438527-d7385605-Reviews-Anahit_Guest_House-Vanadzor_Lori_Province.html,18333.0,38.0,Lori Province,Vanadzor,Zoravar Andranik str. 52,B&Bs,3,5.0,1,0,1,0
Anahit Rest House,https://www.tripadvisor.com//Hotel_Review-g1066129-d11999682-Reviews-Anahit_Rest_House-Stepanavan_Lori_Province.html,12492.0,26.0,Lori Province,Stepanavan,"Antarayin St., 1",B&Bs,1,4.0,1,0,1,0
Anahit Stepanyan's B&B,https://www.tripadvisor.com//Hotel_Review-g293932-d2694256-Reviews-Anahit_Stepanyan_s_B_B-Yerevan.html,14977.0,31.0,Yerevan,Yerevan,Sayat Novy str. 5/25,B&Bs,82,4.57317073170732,1,1,0,0
Anait,https://www.tripadvisor.com//Hotel_Review-g1066129-d6163427-Reviews-Anait-Stepanavan_Lori_Province.html,25833.0,53.0,Lori Province,Stepanavan,"Antarain St., 1",Other,0,0.0,0,0,0,1
Andranik B&B,https://www.tripadvisor.com//Hotel_Review-g666439-d5984373-Reviews-Andranik_B_B-Goris_Syunik_Province.html,40800.0,84.0,Syunik Province,Goris,"Orbelian St., 23",B&Bs,6,5.0,1,0,0,0
Ani Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d13295220-Reviews-Ani_Hostel-Yerevan.html,9989.0,21.0,Yerevan,Yerevan,Tumanyan O. str. 38,Specialty Lodging,7,2.71428571428571,1,0,1,0
Ani Plaza Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d308331-Reviews-Ani_Plaza_Hotel-Yerevan.html,29167.0,60.0,Yerevan,Yerevan,19 Sayat Nova Ave,Hotel,462,3.88069414316703,1,0,0,1
AnnaBella Boutique Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d15618621-Reviews-AnnaBella_Boutique_Hotel-Yerevan.html,15000.0,31.0,Yerevan,Yerevan,Mamikonyants str. 17,Specialty Lodging,1,5.0,1,0,1,0
Anush Hotel,https://www.tripadvisor.com//Hotel_Review-g2708780-d6163157-Reviews-Anush_Hotel-Jermuk_Vayots_Dzor_Province.html,11667.0,24.0,Vayots Dzor Province,Jermuk,"Vardanyana St., 2",B&Bs,10,4.1,0,0,0,0
Aoife Guest House,https://www.tripadvisor.com//Hotel_Review-g2426280-d13159270-Reviews-Aoife_Guest_House-Odzun_Alaverdi_Lori_Province.html,23333.0,48.0,Lori Province,Alaverdi,Mashtots street 45,Other,0,0.0,1,0,1,0
Apartaments Tigran Petrosyan 39/5,https://www.tripadvisor.com//Hotel_Review-g293932-d10102091-Reviews-Apartaments_Tigran_Petrosyan_39_5-Yerevan.html,8600.0,18.0,Yerevan,Yerevan,Pyetrosyana Tigrana str. 39/5,Specialty Lodging,4,3.0,0,0,0,0
ApartHotel Arshakunyants,https://www.tripadvisor.com//Hotel_Review-g293932-d11622406-Reviews-ApartHotel_Arshakunyants-Yerevan.html,11667.0,24.0,Yerevan,Yerevan,Arshakunyats ave 11,Specialty Lodging,1,5.0,1,0,1,0
Apartment and Tours,https://www.tripadvisor.com//Hotel_Review-g293932-d15809685-Reviews-Apartment_and_Tours-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,"25 Abovyan str., Apt 9",Other,0,0.0,0,0,0,0
Apartment In The Center Of Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d15801733-Reviews-Apartment_In_The_Center_Of_Yerevan-Yerevan.html,14992.0,31.0,Yerevan,Yerevan,Abovyan str. 16/3,Other,0,0.0,0,0,0,0
Apartments at Pushkin Street,https://www.tripadvisor.com//Hotel_Review-g293932-d6681712-Reviews-Apartments_at_Pushkin_Street-Yerevan.html,9588.0,20.0,Yerevan,Yerevan,Pushkina str. 43,Specialty Lodging,1,5.0,0,0,0,0
Apartments In Tsakhadzor,https://www.tripadvisor.com//Hotel_Review-g2151208-d15808928-Reviews-Apartments_In_Tsakhadzor-Tsakhkadzor_Kotayk_Province.html,30000.0,62.0,Kotayk Province,Tsakhkadzor,Grigor Magistros Street 9,Other,0,0.0,0,0,0,0
Apartments,https://www.tripadvisor.com//Hotel_Review-g293932-d16645651-Reviews-Apartments-Yerevan.html,25000.0,51.0,Yerevan,Yerevan,"Abovyan Pogots 16, Bldg 3",Other,0,0.0,0,0,0,0
Apri Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d13493137-Reviews-Apri_Hostel-Yerevan.html,13075.0,27.0,Yerevan,Yerevan,prospekt Marshala Bagramyana 3a,Specialty Lodging,6,5.0,1,0,1,0
Apricot Aghveran Resort,https://www.tripadvisor.com//Hotel_Review-g5921305-d14934630-Reviews-Apricot_Aghveran_Resort-Arzakan_Kotayk_Province.html,9977.0,21.0,Kotayk Province,Arzakan,Antarayin ST 4,Specialty Lodging,8,5.0,0,0,0,0
Apricot Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d6557585-Reviews-Apricot_Hostel-Yerevan.html,29118.0,60.0,Yerevan,Yerevan,Kajaznuni Street 14 4,Specialty Lodging,33,4.63636363636364,1,0,1,0
Apricot Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d15816804-Reviews-Apricot_Hotel_Yerevan-Yerevan.html,25333.0,52.0,Yerevan,Yerevan,Paronyana str. 15/3,Hotel,6,4.83333333333333,1,0,1,0
Apricot Hotels and Resorts,https://www.tripadvisor.com//Hotel_Review-g5921305-d15810602-Reviews-Apricot_Hotels_and_Resorts-Arzakan_Kotayk_Province.html,10817.0,22.0,Kotayk Province,Arzakan,Aghveran Rest Zone 4/9,Other,0,0.0,1,0,1,0
Aquatek Resort and SPA,https://www.tripadvisor.com//Hotel_Review-g293932-d2288712-Reviews-Aquatek_Resort_and_SPA-Yerevan.html,18111.0,37.0,Yerevan,Yerevan,Myasnikyana ave 40/2,B&Bs,35,3.4,1,0,1,0
Araks Hotel,https://www.tripadvisor.com//Hotel_Review-g815353-d3475092-Reviews-Araks_Hotel-Gyumri_Shirak_Province.html,6667.0,14.0,Shirak Province,Gyumri,31 Gorki Str,B&Bs,21,3.28571428571429,0,0,0,1
Araks,https://www.tripadvisor.com//Hotel_Review-g815353-d13807054-Reviews-Araks-Gyumri_Shirak_Province.html,21090.0,43.0,Shirak Province,Gyumri,Gorki Street 25,Other,0,0.0,0,0,0,0
Aram Guest House,https://www.tripadvisor.com//Hotel_Review-g293932-d6681700-Reviews-Aram_Guest_House-Yerevan.html,8333.0,17.0,Yerevan,Yerevan,2nd Side 18 Kiyevyan str.,Specialty Lodging,7,4.0,0,0,0,0
Arame,https://www.tripadvisor.com//Hotel_Review-g2135874-d13072263-Reviews-Arame-Yeghegnadzor_Vayots_Dzor_Province.html,15833.0,33.0,Vayots Dzor Province,Yeghegnadzor,Armeniya Khandzhyan ulitsa dom 8 Stroyeniye,Other,0,0.0,0,0,0,0
Ararat Health SPA,https://www.tripadvisor.com//Hotel_Review-g2708780-d6475460-Reviews-Ararat_Health_SPA-Jermuk_Vayots_Dzor_Province.html,15417.0,32.0,Vayots Dzor Province,Jermuk,Shaumyana st. 18,Hotel,8,3.75,1,0,0,0
Ararat Hotel and Restaurant Complex,https://www.tripadvisor.com//Hotel_Review-g666439-d12144333-Reviews-Ararat_Hotel_and_Restaurant_Complex-Goris_Syunik_Province.html,15000.0,31.0,Syunik Province,Goris,"Yerevan roadway, building 10",Other,0,0.0,0,0,0,0
Ararat hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d308332-Reviews-Ararat_hotel-Yerevan.html,31500.0,65.0,Yerevan,Yerevan,Lusavorich G. str. 7,Hotel,95,3.37894736842105,1,0,1,0
Ararat Resort,https://www.tripadvisor.com//Hotel_Review-g2151208-d11761106-Reviews-Ararat_Resort-Tsakhkadzor_Kotayk_Province.html,20000.0,41.0,Kotayk Province,Tsakhkadzor,Mher Mkrtchyan Street 54,Hotel,67,4.58823529411765,1,0,1,0
Arba Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12103369-Reviews-Arba_Hotel-Yerevan.html,10500.0,22.0,Yerevan,Yerevan,Sevan Street 114/1,B&Bs,1,1.0,1,0,1,0
Areg Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d1137158-Reviews-Areg_Hotel-Yerevan.html,22875.0,47.0,Yerevan,Yerevan,Burnazyan str. 80,Hotel,122,4.41803278688525,1,0,1,0
Aregak B&B,https://www.tripadvisor.com//Hotel_Review-g666439-d2181669-Reviews-Aregak_B_B-Goris_Syunik_Province.html,24167.0,50.0,Syunik Province,Goris,"Getapnya St., 4 Building 16 Apt",B&Bs,40,4.87179487179487,1,1,0,0
Areni Wine Art,https://www.tripadvisor.com//Hotel_Review-g2435003-d10470600-Reviews-Areni_Wine_Art-Areni_Vayots_Dzor_Province.html,6742.0,14.0,Vayots Dzor Province,Areni,Street 20 Apr. 2,B&Bs,14,4.57142857142857,1,0,1,0
Arevamanuk,https://www.tripadvisor.com//Hotel_Review-g815353-d13396931-Reviews-Arevamanuk-Gyumri_Shirak_Province.html,20000.0,41.0,Shirak Province,Gyumri,"Shahumyan st., 69",Specialty Lodging,1,5.0,0,0,0,0
Arevatoon,https://www.tripadvisor.com//Hotel_Review-g2708789-d12931373-Reviews-Arevatoon-Ijevan_Tavush_Province.html,8333.0,17.0,Tavush Province,Ijevan,,Other,0,0.0,1,0,1,0
Areve Residence Boutique Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d12135475-Reviews-Areve_Residence_Boutique_Hotel-Yerevan.html,23990.0,49.0,Yerevan,Yerevan,"16, 13 street, Nork Marash",Hotel,26,4.83333333333333,1,0,1,0
Argavand Hotel & Restaurant Complex,https://www.tripadvisor.com//Hotel_Review-g293932-d7930468-Reviews-Argavand_Hotel_Restaurant_Complex-Yerevan.html,8333.0,17.0,Yerevan,Yerevan,Str. Tsovakal Isakov 81/4,B&Bs,2,3.0,0,0,0,0
Argishti Hotel,https://www.tripadvisor.com//Hotel_Review-g1438527-d1438482-Reviews-Argishti_Hotel-Vanadzor_Lori_Province.html,17075.0,35.0,Lori Province,Vanadzor,"Batumi St., Building 1",Other,12,3.11111111111111,0,0,0,0
ARK Armenia Kapan Eco-Camp,https://www.tripadvisor.com//Hotel_Review-g2711245-d10841443-Reviews-ARK_Armenia_Kapan_Eco_Camp-Kapan_Syunik_Province.html,25000.0,51.0,Syunik Province,Kapan,Azatmartikneri Street,Specialty Lodging,3,3.33333333333333,0,0,1,0
Arm Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d10052301-Reviews-Arm_Hostel-Yerevan.html,10000.0,21.0,Yerevan,Yerevan,"Mashtots 29,10/1",Specialty Lodging,18,4.22222222222222,1,1,0,0
Arma Hotel,https://www.tripadvisor.com//Hotel_Review-g2711288-d12457000-Reviews-Arma_Hotel-Vayk_Vayots_Dzor_Province.html,14167.0,29.0,Vayots Dzor Province,Vayk,"Vayk-Goris Highway, 6th km",Other,0,0.0,1,0,1,0
Arma,https://www.tripadvisor.com//Hotel_Review-g2426280-d15246304-Reviews-Arma-Odzun_Alaverdi_Lori_Province.html,22881.0,47.0,Lori Province,Alaverdi,Odzun Ulitsa 23,Other,0,0.0,0,0,0,0
Armart B&B,https://www.tripadvisor.com//Hotel_Review-g815353-d12786417-Reviews-Armart_B_B-Gyumri_Shirak_Province.html,16644.0,34.0,Shirak Province,Gyumri,Ghorghanyan Street 194,Other,0,0.0,1,0,1,0
ArmBee Honey Farm,https://www.tripadvisor.com//Hotel_Review-g815351-d15098464-Reviews-ArmBee_Honey_Farm-Alaverdi_Lori_Province.html,28050.0,58.0,Lori Province,Alaverdi,Jravazan 27/5,Other,0,0.0,0,0,0,0
Armenia Hotel,https://www.tripadvisor.com//Hotel_Review-g2708780-d12908060-Reviews-Armenia_Hotel-Jermuk_Vayots_Dzor_Province.html,9989.0,21.0,Vayots Dzor Province,Jermuk,Myasnikyan Street 2,Other,0,0.0,0,0,0,0
Armenia Marriott Hotel Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d299732-Reviews-Armenia_Marriott_Hotel_Yerevan-Yerevan.html,40800.0,84.0,Yerevan,Yerevan,1 Amiryan Street,Hotel,794,4.21491782553729,0,0,1,0
Armenia Van Sevan Hotel,https://www.tripadvisor.com//Hotel_Review-g666442-d14025015-Reviews-Armenia_Van_Sevan_Hotel-Sevan_Lake_Sevan_Gegharkunik_Province.html,22500.0,46.0,Gegharkunik Province,Lake Sevan,M4,B&Bs,1,1.0,0,0,0,0
"Armenia Wellness & SPA, Jermuk",https://www.tripadvisor.com//Hotel_Review-g2708780-d3225974-Reviews-Armenia_Wellness_SPA_Jermuk-Jermuk_Vayots_Dzor_Province.html,11242.0,23.0,Vayots Dzor Province,Jermuk,Myasnikyan St. 2,Hotel,62,4.31147540983607,1,0,1,0
Armenian Royal Palace Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d1200811-Reviews-Armenian_Royal_Palace_Hotel-Yerevan.html,16667.0,34.0,Yerevan,Yerevan,"4-th St., 17/1",Hotel,53,3.64150943396226,1,0,1,0
Armine's B&B - Bed and Breakfast,https://www.tripadvisor.com//Hotel_Review-g666442-d13231889-Reviews-Armine_s_B_B_Bed_and_Breakfast-Sevan_Lake_Sevan_Gegharkunik_Province.html,15229.0,31.0,Gegharkunik Province,Lake Sevan,Abovyan Street,Other,0,0.0,1,0,0,0
Armine's Guesthouse,https://www.tripadvisor.com//Hotel_Review-g1066129-d15608049-Reviews-Armine_s_Guesthouse-Stepanavan_Lori_Province.html,19963.0,41.0,Lori Province,Stepanavan,Sos Sargsyan 11,Other,0,0.0,0,0,0,0
Armino Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d15217747-Reviews-Armino_Hostel-Yerevan.html,12492.0,26.0,Yerevan,Yerevan,Charyentsa str.,Other,0,0.0,0,0,0,0
Arpi Hacatun / Hyuratun,https://www.tripadvisor.com//Hotel_Review-g666439-d15602926-Reviews-Arpi_Hacatun_Hyuratun-Goris_Syunik_Province.html,6648.0,14.0,Syunik Province,Goris,Ulica Syuniqa Dom 74,Other,0,0.0,0,0,0,0
Arsego Hostel,https://www.tripadvisor.com//Hotel_Review-g1438527-d15526853-Reviews-Arsego_Hostel-Vanadzor_Lori_Province.html,13325.0,27.0,Lori Province,Vanadzor,Nzjdeh 9/2,Other,0,0.0,0,0,0,0
Art Guesthouse Dilijan,https://www.tripadvisor.com//Hotel_Review-g1160895-d8642862-Reviews-Art_Guesthouse_Dilijan-Dilijan_Tavush_Province.html,16667.0,34.0,Tavush Province,Dilijan,Kalinini Street 12/1,B&Bs,33,4.54545454545455,1,0,1,0
Art Guesthouse Qanaqer,https://www.tripadvisor.com//Hotel_Review-g293932-d12381405-Reviews-Art_Guesthouse_Qanaqer-Yerevan.html,6658.0,14.0,Yerevan,Yerevan,24 Tbilisyan Highway,Other,0,0.0,1,0,1,0
Art Guesthouse Yerevan,https://www.tripadvisor.com//Hotel_Review-g293932-d12269676-Reviews-Art_Guesthouse_Yerevan-Yerevan.html,9575.0,20.0,Yerevan,Yerevan,Bagramyan Marshal ave 57,Specialty Lodging,2,4.5,1,0,0,0
Art Guesthouse,https://www.tripadvisor.com//Hotel_Review-g2151208-d12169885-Reviews-Art_Guesthouse-Tsakhkadzor_Kotayk_Province.html,23333.0,48.0,Kotayk Province,Tsakhkadzor,Nor taghamas 3,Specialty Lodging,1,5.0,1,0,1,0
Art Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d8112220-Reviews-Art_Hotel-Yerevan.html,18333.0,38.0,Yerevan,Yerevan,Zavaryan str. 173,B&Bs,40,4.425,1,0,1,0
Art,https://www.tripadvisor.com//Hotel_Review-g815353-d14922115-Reviews-Art-Gyumri_Shirak_Province.html,23750.0,49.0,Shirak Province,Gyumri,Teryana 22,Other,0,0.0,0,0,0,0
ArtEast Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d15014443-Reviews-ArtEast_Hostel-Yerevan.html,9990.0,21.0,Yerevan,Yerevan,"Aygyestan 9 str. 32/1,",Specialty Lodging,2,5.0,1,0,1,0
Arthurs Aghveran Resort,https://www.tripadvisor.com//Hotel_Review-g293932-d817383-Reviews-Arthurs_Aghveran_Resort-Yerevan.html,16561.0,34.0,Yerevan,Yerevan,Aghveran Recreation Area,Hotel,90,4.30337078651685,1,0,1,0
Artsakh Hotel,https://www.tripadvisor.com//Hotel_Review-g293932-d7185856-Reviews-Artsakh_Hotel-Yerevan.html,29167.0,60.0,Yerevan,Yerevan,Sevan str. 116,Hotel,28,4.64285714285714,1,0,1,0
Artsvik,https://www.tripadvisor.com//Hotel_Review-g2151208-d6158342-Reviews-Artsvik-Tsakhkadzor_Kotayk_Province.html,9992.0,21.0,Kotayk Province,Tsakhkadzor,"Arutyunyana St., 8",B&Bs,9,3.44444444444444,1,0,1,0
Artush & Raisa B&B,https://www.tripadvisor.com//Hotel_Review-g815353-d7702044-Reviews-Artush_Raisa_B_B-Gyumri_Shirak_Province.html,37284.0,77.0,Shirak Province,Gyumri,Str. Ayvazovski 1 / 2,B&Bs,21,4.14285714285714,0,0,0,0
Arzni Sanatorium,https://www.tripadvisor.com//Hotel_Review-g293932-d6475446-Reviews-Arzni_Sanatorium-Yerevan.html,10000.0,21.0,Yerevan,Yerevan,Arzni village,Specialty Lodging,10,4.0,0,0,0,0
ASI Guesthouse,https://www.tripadvisor.com//Hotel_Review-g2426280-d12847874-Reviews-ASI_Guesthouse-Odzun_Alaverdi_Lori_Province.html,12750.0,26.0,Lori Province,Alaverdi,Street 8 48,Other,0,0.0,0,0,0,0
Ask House,https://www.tripadvisor.com//Hotel_Review-g293932-d11630031-Reviews-Ask_House-Yerevan.html,45000.0,93.0,Yerevan,Yerevan,Arshakunyats ave 2/2,Specialty Lodging,1,5.0,1,0,1,0
Astxik,https://www.tripadvisor.com//Hotel_Review-g666442-d15602645-Reviews-Astxik-Sevan_Lake_Sevan_Gegharkunik_Province.html,19125.0,39.0,Gegharkunik Province,Lake Sevan,KM ot Tsentra 6,Other,0,0.0,0,0,0,0
Aurora Hotel & Hostel,https://www.tripadvisor.com//Hotel_Review-g293932-d11668603-Reviews-Aurora_Hotel_Hostel-Yerevan.html,18000.0,37.0,Yerevan,Yerevan,"Aygestan St., 9/8",Specialty Lodging,3,5.0,1,0,1,0
Avan Plaza,https://www.tripadvisor.com//Hotel_Review-g293932-d10205943-Reviews-Avan_Plaza-Yerevan.html,20742.0,43.0,Yerevan,Yerevan,Gay ave 1/8,Other,0,0.0,1,0,1,0
Aviatrans,https://www.tripadvisor.com//Hotel_Review-g293932-d308337-Reviews-Aviatrans-Yerevan.html,32250.0,66.0,Yerevan,Yerevan,Abovyan str. 4,Hotel,170,3.91176470588235,1,0,1,0
Azoyan Guest House,https://www.tripadvisor.com//Hotel_Review-g293932-d6648449-Reviews-Azoyan_Guest_House-Yerevan.html,32000.0,66.0,Yerevan,Yerevan,Anrapyetutsyan str. 32,B&Bs,70,4.95714285714286,1,0,0,0
